name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
monterrey,2023-02-04,20.6,5.1,12.2,20.6,4.5,12,5.4,66.4,0,0,0,,0,0,31.7,18.7,110.3,1026.4,0.3,13.4,125,10.8,5,10,2023-02-04T07:23:25,2023-02-04T18:27:16,0.47,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-05,27.1,8,17.5,26.6,6.4,17.2,7,54.8,0,0,0,,0,0,25.9,15.6,60.1,1021.7,0.1,16.1,123.4,10.5,4,10,2023-02-05T07:22:53,2023-02-05T18:27:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-02-06,28.5,12.8,19.2,27.6,12.8,19.1,11.6,66.9,0,0,0,,0,0,36,27.7,96.8,1015.2,23.9,11.9,122.2,10.4,4,10,2023-02-06T07:22:19,2023-02-06T18:28:41,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-07,29.6,14.1,20.9,29.2,14.1,20.8,12.5,61.8,0,0,0,,0,0,18.7,16.6,348.3,1010.4,63.1,10.7,98.9,8.5,4,10,2023-02-07T07:21:44,2023-02-07T18:29:23,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-08,22.9,14.7,18.7,22.9,14.7,18.7,8.8,53.1,0,0,0,,0,0,24.5,24.1,354.5,1017,78.6,12.9,98.5,8.5,4,10,2023-02-08T07:21:08,2023-02-08T18:30:05,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-09,24,11.8,17.9,24,11.8,17.9,5.2,46.1,0,0,0,,0,0,31.7,17.7,119.9,1018.5,69.2,13.4,109.6,9.4,4,10,2023-02-09T07:20:30,2023-02-09T18:30:46,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-02-10,17.5,11.1,14.2,17.5,11.1,14.2,1,41.9,0,0,0,,0,0,47.5,25.9,355.8,1025.5,57.8,15.7,85.8,7.5,5,10,2023-02-10T07:19:52,2023-02-10T18:31:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,76393099999"
monterrey,2023-02-11,17.7,4.1,11.4,17.7,2.6,10.9,-5.2,33.5,0,0,0,,0,0,30.2,18.4,3.6,1027.7,35.1,17,113.3,9.8,4,10,2023-02-11T07:19:12,2023-02-11T18:32:08,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-12,22.4,7.1,14,22.4,6.8,13.9,-1.2,35.3,0,0,0,,0,0,37.4,21.3,103.3,1020.9,58.8,16.6,115.5,9.8,4,10,2023-02-12T07:18:31,2023-02-12T18:32:48,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-13,25.1,8.4,17.1,25.1,7.7,17.1,7.2,54.2,0,0,0,,0,0,46.8,24,104.7,1012.3,48.4,14.9,110.8,9.4,4,10,2023-02-13T07:17:49,2023-02-13T18:33:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-14,31.1,10.1,22.1,29.3,10.1,21.5,7.9,51,0,0,0,,0,0,46.8,31.3,50.7,1007.1,6.7,15.9,126.6,11,4,10,2023-02-14T07:17:06,2023-02-14T18:34:07,0.81,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-15,35.1,14.1,24.2,32.6,14.1,23.5,5.7,36.8,0,0,0,,0,0,50.4,15.8,138.9,1006.8,13.5,14.4,139.7,12,5,10,2023-02-15T07:16:22,2023-02-15T18:34:46,0.84,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-02-16,23,14.5,18.3,23,14.5,18.3,-1.9,29.2,0,0,0,,0,0,41.8,30.5,348.4,1014.8,64.7,14.2,148.2,12.9,7,10,2023-02-16T07:15:37,2023-02-16T18:35:24,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-17,15.5,5.2,10.8,15.5,1.4,9.7,-9.8,23.4,0,0,0,,0,0,37.4,44.6,10.4,1029.5,54.5,17.4,121.8,10.5,4,10,2023-02-17T07:14:51,2023-02-17T18:36:02,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-02-18,17.6,5.1,11.1,17.6,4.1,10.8,-7.2,28,0,0,0,,0,0,38.9,12.1,109.3,1027.5,45.3,16.6,120.8,10.5,4,10,2023-02-18T07:14:04,2023-02-18T18:36:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-19,25.4,9,16.5,25.4,8,16.3,2.1,40.2,0,0,0,,0,0,31.7,13.1,108.3,1020,1.2,16.3,146.5,12.8,9,10,2023-02-19T07:13:16,2023-02-19T18:37:16,0.98,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-20,29.1,14.1,21.6,28.7,14.1,21.5,13.4,64.2,0,0,0,,0,0,21.6,13,102.2,1017.1,6.3,14.8,121.4,10.3,4,10,2023-02-20T07:12:27,2023-02-20T18:37:53,0,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-21,32.3,15.1,23.4,31,15.1,23.3,13.2,55.6,0,0,0,,0,0,43.2,17.2,109.6,1007.5,18.2,12.8,131.4,11.4,6,10,2023-02-21T07:11:37,2023-02-21T18:38:29,0.05,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-02-22,36.1,17.1,26.6,33.3,17.1,25.5,7.9,42,0,0,0,,0,0,68.4,18.7,99.5,1004.2,22.1,15.5,132,11.2,5,10,2023-02-22T07:10:46,2023-02-22T18:39:05,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-02-23,35.1,17.4,27.6,32.4,17.4,26.5,4.2,27.9,0,0,0,,0,0,43.2,27.7,311.2,1011.4,54.2,18.1,109.2,9.5,4,10,2023-02-23T07:09:54,2023-02-23T18:39:40,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999"
monterrey,2023-02-24,30.1,18.9,24.6,29.9,18.9,24.6,14.4,54.4,0,0,0,,0,0,33.1,19.2,109.8,1017.1,74.9,12.5,111.7,9.5,5,10,2023-02-24T07:09:02,2023-02-24T18:40:15,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMAN,76394399999"
monterrey,2023-02-25,30.5,12.1,23.3,29.3,12.1,23.1,15.5,66.2,0,0,0,,0,0,38.9,24.9,110.8,1018.1,77.9,11.9,102.8,8.8,5,10,2023-02-25T07:08:09,2023-02-25T18:40:49,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote"
monterrey,2023-02-26,29,18.9,23.7,29,18.9,23.8,17.5,70.5,0,0,0,,0,0,33.1,21.7,113.8,1013.2,51.3,10.9,125.8,10.8,4,30,2023-02-26T07:07:15,2023-02-26T18:41:23,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote"
monterrey,2023-02-27,33.5,17.1,25.5,31.6,17.1,25,11.9,48.7,0,0,0,,0,0,34.6,24.2,349.4,1010.1,10.8,16.6,145.2,12.6,5,10,2023-02-27T07:06:21,2023-02-27T18:41:57,0.25,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote"
monterrey,2023-02-28,35.1,18.1,26.2,33.6,18.1,25.8,11.7,42.3,0,0,0,,0,0,34.6,19.3,109.3,1009.3,33,15,126.3,10.9,4,10,2023-02-28T07:05:25,2023-02-28T18:42:30,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote"
monterrey,2023-03-01,38.7,19.1,28.4,36.3,19.1,27.7,13.4,48,0,0,0,,0,0,30.2,17.6,127.1,1006,26.3,11.7,137.5,12,5,10,2023-03-01T07:04:29,2023-03-01T18:43:03,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-02,37.1,22.1,28.5,36,22.1,27.6,10.1,35.8,0,0,0,,0,0,54,37.1,247.6,1001.8,42.4,13.7,129.3,11.1,5,10,2023-03-02T07:03:33,2023-03-02T18:43:36,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-03-03,28.5,16.6,21.8,27.1,16.6,21.6,-6.4,15.8,0,0,0,,0,0,51.8,34.6,9.7,1007.6,1.4,15.8,167.6,14.6,9,10,2023-03-03T07:02:35,2023-03-03T18:44:08,0.38,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-04,29.9,11.5,20.9,28.4,11.5,20.5,3.2,33.6,0,0,0,,0,0,49,23.9,84.7,1012.1,2.8,13,139.6,12.1,5,10,2023-03-04T07:01:38,2023-03-04T18:44:40,0.41,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-03-05,29,13.1,20.7,28.3,13.1,20.6,11.6,58.9,0,0,0,,0,0,37.4,22.8,108.4,1014.4,17.8,13,139.2,12.1,5,10,2023-03-05T07:00:39,2023-03-05T18:45:11,0.44,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-06,31.8,20.1,25.1,33,20.1,25.2,17.3,65.6,0,0,0,,0,0,31.7,17.5,106.9,1014.1,42.2,10.6,146.3,12.4,5,30,2023-03-06T06:59:40,2023-03-06T18:45:42,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,76393099999"
monterrey,2023-03-07,32.7,19,25.1,33.9,19,25.3,17.7,66.4,0,0,0,,0,0,40.3,22,112.4,1012.1,44.7,8.2,154,13.2,7,60,2023-03-07T06:58:41,2023-03-07T18:46:13,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-08,29.5,19.1,23.6,30.4,19.1,23.7,16.9,67.8,0,0,0,,0,0,39.6,24.5,102.3,1013.4,44.4,7.6,131.5,11.5,5,60,2023-03-08T06:57:41,2023-03-08T18:46:44,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMAN,76394399999,76393099999"
monterrey,2023-03-09,29.4,17.7,23.5,30,17.7,23.6,16.2,65.6,0,0,0,,0,0,30.2,18.5,101.2,1013.5,62.4,8.2,114.9,10.1,4,30,2023-03-09T06:56:41,2023-03-09T18:47:14,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999,remote,76393099999"
monterrey,2023-03-10,29.4,19.1,24.3,29.5,19.1,24.5,16.7,64.5,0,0,0,,0,0,36,24.1,90.9,1015,72.2,9.8,82.3,7.3,4,30,2023-03-10T06:55:40,2023-03-10T18:47:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,76393099999"
monterrey,2023-03-11,33.5,18.1,25.5,33.3,18.1,25.5,16.6,62.6,0.3,100,4.17,rain,0,0,30.2,22.3,120.1,1008.9,18.1,9.9,142.5,12.3,9,60,2023-03-11T06:54:39,2023-03-11T18:48:14,0.65,Rain,Clear conditions throughout the day with early morning rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-12,35.5,18.5,27.6,33.3,18.5,26.8,9.6,36.9,0,0,0,,0,0,37.4,37.8,348,1007.9,0.8,14,169.9,14.5,10,10,2023-03-12T06:53:38,2023-03-12T18:48:43,0.68,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-03-13,26.1,13.6,20.7,26.1,13.6,20.7,13,62.1,0.6,100,8.33,rain,0,0,50.4,25.9,107.2,1016.2,75.6,12.6,55.7,4.8,3,10,2023-03-13T06:52:36,2023-03-13T18:49:12,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-03-14,20.1,14,16.3,20.1,14,16.3,14.9,91.8,3.422,100,54.17,rain,0,0,40.3,19.8,71.2,1019.5,98.5,4.6,56.2,4.8,4,10,2023-03-14T06:51:34,2023-03-14T18:49:41,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,76393099999"
monterrey,2023-03-15,19,11.4,16.5,19,11.4,16.5,16,97.3,1.62,100,54.17,rain,0,0,47.5,18.7,123.1,1018.7,90.2,3,36.3,3,2,10,2023-03-15T06:50:32,2023-03-15T18:50:10,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999,remote"
monterrey,2023-03-16,32.9,17,24.4,34.2,17,24.4,16.7,68.1,0,0,0,,0,0,46.1,27.4,120.4,1008.2,35.3,10.3,149.6,13,5,30,2023-03-16T06:49:29,2023-03-16T18:50:39,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-17,23.1,14.3,18,23.1,14.3,18,7.3,50.6,0,0,0,,0,0,60.5,40.3,349.3,1015.4,66.6,14,127.2,11,5,10,2023-03-17T06:48:26,2023-03-17T18:51:07,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-18,15.1,6.1,11.9,15.1,2.6,11.4,-1.1,42,0,0,0,,0,0,34.6,22,14,1024.5,90.2,17.2,99.8,8.7,4,10,2023-03-18T06:47:23,2023-03-18T18:51:35,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999,76393099999"
monterrey,2023-03-19,7.1,4.1,5.7,5.5,2.2,3.7,3.2,84.6,0.289,100,16.67,rain,0,0,37.4,15.9,93.5,1030.8,98.7,7.9,10.3,0.9,0,10,2023-03-19T06:46:20,2023-03-19T18:52:03,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-03-20,15.1,5.1,9.3,15.1,4.2,9.1,7.8,91.3,2.13,100,45.83,rain,0,0,41.8,13.7,89.9,1022.5,84.4,5.1,130.5,11.4,5,10,2023-03-20T06:45:17,2023-03-20T18:52:31,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,76393099999"
monterrey,2023-03-21,30.1,12.1,20.2,28.6,12.1,20,12.1,65,0,0,0,,0,0,30.2,13,114.9,1014.5,58.6,10.7,255.7,22,9,10,2023-03-21T06:44:13,2023-03-21T18:52:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,F0561,MMMY,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-22,32.3,15.5,23.5,32.8,15.5,23.5,16.5,69.4,0,0,0,,0,0,46.1,21.6,100.5,1014.3,13.7,11.3,148.2,12.9,5,30,2023-03-22T06:43:10,2023-03-22T18:53:27,0.03,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999,76393099999"
monterrey,2023-03-23,34.9,18.9,26.1,35.1,18.9,26.1,16.9,61.6,0,0,0,,0,0,46.8,25.4,114.6,1010.3,38.4,10,143,12.5,5,30,2023-03-23T06:42:06,2023-03-23T18:53:54,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-24,38.3,18.5,28.5,36,18.5,27.5,10.3,44.1,0,0,0,,0,0,64.6,35.3,322.6,1007.1,21.9,14.9,169.3,14.6,6,10,2023-03-24T06:41:03,2023-03-24T18:54:22,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,76393099999"
monterrey,2023-03-25,30.2,20.1,24.8,28.6,20.1,24.3,3.5,29.3,0,0,0,,0,0,41.8,26.8,23.5,1010.4,14.6,16.3,190.4,16.4,10,10,2023-03-25T06:39:59,2023-03-25T18:54:49,0.13,Clear,Clear conditions throughout the day.,clear-day,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,MMAN,76394399999,remote,76393099999"
monterrey,2023-03-26,34.1,17.6,25.6,32.3,17.6,25.2,14.2,54,0,0,0,,0,0,41.8,19,116.5,1008.4,78.1,11,131,11.2,5,10,2023-03-26T06:38:56,2023-03-26T18:55:16,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-27,31,12.1,24.3,32.3,12.1,24.5,15.7,62.6,0,0,0,,0,0,27.4,18.7,115,1011.1,61.6,7.9,139.5,11.9,5,60,2023-03-27T06:37:52,2023-03-27T18:55:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,MMMY,76394099999,76394399999,remote,76393099999"
monterrey,2023-03-28,25.1,11.5,19.5,25.1,11.5,19.5,16.7,84.6,2.364,100,33.33,rain,0,0,26.3,36.8,11.4,1019.4,95.3,6,50.9,4.2,3,60,2023-03-28T06:36:49,2023-03-28T18:56:11,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,76393099999"
monterrey,2023-03-29,15,9.1,13,15,9.1,13,12.6,96.8,2.429,100,45.83,rain,0,0,30.2,13.5,100.5,1019.9,97,5.2,28.6,2.4,1,10,2023-03-29T06:35:46,2023-03-29T18:56:38,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999,remote,76393099999"
monterrey,2023-03-30,21.3,13,17.1,21.3,13,17.1,14.9,87.8,0.192,100,8.33,rain,0,0,46.8,11.1,93.9,1013.3,88.4,4,142.1,12.1,6,30,2023-03-30T06:34:43,2023-03-30T18:57:05,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMIO,76390099999,E0076,76394099999,MMAN,76394399999,remote,76393099999"
monterrey,2023-03-31,31.7,17.1,23.9,34.3,17.1,24.1,17.6,71.3,0,0,0,,0,0,24.1,15.2,128.8,1012,65.6,8.4,154.4,13.4,5,60,2023-03-31T06:33:40,2023-03-31T18:57:33,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-04-01,28.6,19.5,24.5,29.1,19.5,24.8,19,73.8,0,0,0,,0,0,33.1,18.4,89.7,1016.6,68.4,9.7,103,8.9,3,30,2023-04-01T06:32:37,2023-04-01T18:58:00,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,76393099999"
monterrey,2023-04-02,31.1,20.2,25.3,33.1,20.2,25.9,19.8,74.4,2.2,100,16.67,rain,0,0,36,24.5,120.2,1011.4,77.9,8.7,193,16.6,7,75,2023-04-02T06:31:34,2023-04-02T18:58:27,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-03,37.6,20,28.7,40.1,20,29.2,17.9,56.7,0,0,0,,0,0,39.6,21.4,102.8,1005.8,42.1,10.7,204.1,17.6,8,60,2023-04-03T06:30:32,2023-04-03T18:58:54,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-04,32.5,19.9,26.3,34.5,19.9,26.9,19.4,67.8,0,0,0,,0,0,50.4,16.5,113.4,1003.2,68.6,8.9,120.8,10.3,4,30,2023-04-04T06:29:30,2023-04-04T18:59:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-04-05,32.9,20.8,26.3,32.6,20.8,25.9,12.6,52.2,0,0,0,,0,0,41.8,27.7,4.4,1008.8,62,8.9,204.6,17.5,7,30,2023-04-05T06:28:28,2023-04-05T18:59:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-06,21.1,10.1,14.9,21.1,10.1,14.9,9.8,73.5,12.764,100,33.33,rain,0,0,20.2,25.7,333.9,1017.5,92.3,12.9,97.6,8.2,5,10,2023-04-06T06:27:26,2023-04-06T19:00:16,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMIO,76390099999,E0076,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-04-07,16.5,12.5,14.1,16.5,12.5,14.1,12.3,88.8,3.751,100,16.67,rain,0,0,17.3,12.6,350.7,1019.4,98.5,9.8,83,7.3,7,10,2023-04-07T06:26:25,2023-04-07T19:00:44,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-08,20.1,13.1,16.2,20.1,13.1,16.2,13.9,87.2,0.312,100,4.17,rain,0,0,27.4,13.8,94.1,1019.3,96.2,8.3,124.1,10.5,5,10,2023-04-08T06:25:25,2023-04-08T19:01:11,0.59,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-09,21,16.1,17.9,21,16.1,17.9,17.1,94.9,2.582,100,58.33,rain,0,0,30.2,13.6,101.5,1019.9,98.7,4.8,102.9,8.9,7,10,2023-04-09T06:24:24,2023-04-09T19:01:39,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,76394399999,remote,76393099999"
monterrey,2023-04-10,21.9,11.2,19,21.9,11.2,19,18.4,96.5,12.886,100,54.17,rain,0,0,28.8,18.7,109.2,1020.3,95.6,4.3,53,4.5,3,10,2023-04-10T06:23:24,2023-04-10T19:02:07,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMIO,76390099999,E0076,F0561,76394099999,MMMY,MMAN,76394399999,remote,76393099999"
monterrey,2023-04-11,26.7,17,20.5,26.7,17,20.5,16.2,78.6,8.295,100,16.67,rain,0,0,27.4,19.9,96,1021.1,81.6,9.1,160.1,13.8,7,30,2023-04-11T06:22:25,2023-04-11T19:02:35,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-12,27.8,15.4,20.9,27.5,15.4,20.9,12.9,64.3,0.3,100,4.17,rain,0,0,40.3,18.1,120,1016.2,28.5,14.3,267,23,8,10,2023-04-12T06:21:26,2023-04-12T19:03:03,0.73,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote,76393099999"
monterrey,2023-04-13,26.2,16.1,21.1,26.2,16.1,21.1,14.2,66.5,0,0,0,,0,0,37.8,21.6,121.6,1009.7,69.3,17.5,212.4,18.1,9,15,2023-04-13T06:20:27,2023-04-13T19:03:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,F0561,76394099999,76394399999,remote"
monterrey,2023-04-14,32.6,17.1,24.3,31.2,17.1,24.2,15.5,62.6,0,0,0,,0,0,25.9,18.4,122.2,1007.5,68.9,14.7,125.1,10.8,5,15,2023-04-14T06:19:29,2023-04-14T19:03:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-15,36.5,19.1,28.9,33.7,19.1,27.5,5,28.1,0,0,0,,0,0,38.2,24.9,282.5,1011.6,31,19.9,275.7,23.9,9,10,2023-04-15T06:18:31,2023-04-15T19:04:27,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,76394399999,remote"
monterrey,2023-04-16,25.1,19.2,22.3,25.1,19.2,22.3,10.5,48.1,0.339,100,8.33,rain,0,0,44.6,26.8,122.3,1020.8,46.6,17.2,201.8,17.3,8,10,2023-04-16T06:17:34,2023-04-16T19:04:56,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMIO,E0076,F0561,MMMY,76394099999,76394399999,remote"
monterrey,2023-04-17,23.1,14.6,18.9,23.1,14.6,18.9,15,78.7,0,0,0,,0,0,62.3,26.8,105.9,1017,69.7,9.2,92.7,8,4,10,2023-04-17T06:16:38,2023-04-17T19:05:25,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMIO,76390099999,E0076,F0561,76394099999,MMAN,76394399999"
